SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,TP,TN
0.716600001,0.793900013,0.984399974,0.870800018,0.841899991,0.762000024,0.763800025,0.238 ,2.30 
0.765799999,0.847649992,1.050500035,0.935150027,0.75999999,0.742950022,0.748350024,0.176 ,1.39 
0.747099996,0.83099997,1.01275003,0.902249992,0.705850005,0.733349979,0.743350029,0.120 ,1.27 
0.733399987,0.808700025,1.00090003,0.917999983,0.772400022,0.757499993,0.759599984,0.152 ,2.03 
0.732599974,0.834900022,1.065099955,0.983900011,0.7579,0.738300025,0.748199999,0.133 ,1.38 
0.753700018,0.859899998,1.088500023,1.021600008,0.740199983,0.735400021,0.746200025,0.118 ,1.27 
0.958599985,1.031000018,1.165899992,1.115399957,1.019899964,0.834699988,0.783599973,0.110 ,1.52 
0.963,1.041000009,1.181499958,1.107800007,0.930400014,0.817200005,0.780300021,0.092 ,1.48 
0.735700011,0.796899974,0.994799972,0.875199974,0.793600023,0.788900018,0.779500008,0.234 ,2.59 
0.822799981,0.893899977,1.059800029,0.989199996,0.839999974,0.791400015,0.769200027,0.195 ,1.95 
0.928499997,0.984899998,1.095499992,1.058200002,0.974099994,0.835699975,0.804400027,0.093 ,1.36 
0.844200015,0.915199995,1.06219995,0.98180002,0.87620002,0.819299996,0.799399972,0.080 ,1.41 
0.249599993,0.353500009,0.766300023,0.730799973,0.676199973,0.866900027,0.868799984,0.091 ,3.32 
0.686699986,0.805499971,1.06159997,1.004099965,0.765600026,0.786800027,0.790899992,0.132 ,3.66 
0.630100012,0.743200004,1.011199951,0.979499996,0.756799996,0.753700018,0.767499983,0.153 ,3.00 
