SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,TP,TN
0.905600011,0.950999975,1.043349981,1.070050001,1.340999961,1.282600045,1.160449982,0.086203,1.952308
1.055750012,1.093350053,1.138599992,1.187000036,1.471050024,1.474799991,1.364050031,0.077656,1.675667
0.953299999,0.981700003,1.120200038,1.140200019,1.233399987,1.117200017,1.01880002,0.045446,1.148437
0.964349985,0.999450028,1.077399969,1.05764997,1.012549996,1.008949995,0.958500028,0.071494,2.054689
1.030799985,1.050999999,1.146000028,1.134299994,1.516899943,1.450899959,1.267400026,0.068841,2.095472
0.925650001,0.94690001,0.995350003,0.994449973,1.319700003,1.162500024,1.018350005,0.07668,1.623607
0.912100017,0.948199987,1.055799961,1.029099941,0.900099993,0.808399975,0.780200005,0.086834,2.022345
0.95235002,0.977050006,1.065649986,1.054399967,1.658450007,1.462849975,1.192549944,0.074348,2.2451
0.855099976,0.881900012,0.933000028,0.940299988,1.029099941,1.018599987,0.947399974,0.065887,1.895384
1.10315001,1.1523,1.176300049,1.177950025,1.527500033,1.537549973,1.449900031,0.085827,1.73135
0.957300007,0.987399995,1.084400058,1.03670001,0.867500007,0.788699985,0.772700012,0.082153,1.9894
0.930700004,0.971800029,1.095000029,1.109699965,1.49000001,1.261500001,1.110399961,0.105236,2.839176
0.991100013,1.002200007,1.0898,1.048699975,1.84070003,1.551800013,1.275300026,0.0678,1.851413
0.91140002,0.945500016,1.021800041,1.021700025,1.41079998,1.243299961,1.093000054,0.133071,2.924645
0.890100002,0.910300016,0.992999971,0.977500021,1.440350056,1.174649954,1.008700013,0.074004,1.794832
0.917050004,0.928799987,1.001099944,0.943400025,0.864449978,0.789499998,0.767400026,0.073969,2.427545
1.255399942,1.315500021,1.439200044,1.466099977,1.435799956,1.204300046,1.074200034,0.079842,1.889011
0.915099978,0.929799974,1.052000046,0.993700027,1.93780005,1.39199996,1.10679996,0.064893,2.049431
0.949800014,0.962450027,1.024449944,1.008700013,1.312649965,1.224149942,1.094849944,0.066221,1.944392
0.873899996,0.908100009,1.006100059,0.996699989,1.337599993,1.131000042,0.988699973,0.101551,2.915146
0.996299982,1.039100051,1.082800031,1.085800052,1.405599952,1.323300004,1.256500006,0.074585,2.599497
0.867399991,0.886799991,0.967400014,0.941399992,1.448099971,1.211599946,1.061699986,0.111836,2.458621
0.856549978,0.935599983,1.094799995,1.115249991,1.244250059,0.986800015,0.906700015,0.073365,2.097793
0.960500002,0.998199999,1.092700005,1.009299994,0.841400027,0.787500024,0.775600016,0.069219,2.138743
0.916499972,0.951200008,1.082900047,1.078500032,1.551399946,1.345900059,1.200600028,0.072334,1.995416
1.178750038,1.198650002,1.213150024,1.190350056,1.671149969,1.668799996,1.641700029,0.085889,1.612547
0.929400027,0.983399987,1.110399961,1.120399952,1.003800035,0.89289999,0.860499978,0.084064,2.52173
0.953199983,0.969600022,1.0977,1.056399941,1.504400015,1.21389997,1.041900039,0.097231,2.075567
1.047199965,1.081900001,1.120800018,1.116999984,1.540099978,1.442100048,1.405900002,0.074131,2.501479
0.913699985,0.921800017,0.99089998,0.936399996,1.75059998,1.337299943,1.055899978,0.089398,2.274524
0.966300011,0.993700027,1.115100026,1.106099963,1.714599967,1.346099973,1.135400057,0.078484,1.841294
1.005699992,1.039399981,1.142099977,1.139400005,0.969399989,0.869099975,0.839900017,0.079453,2.165212
0.845600009,0.87349999,0.981899977,0.91930002,1.626299977,1.121600032,0.945900023,0.07069,1.879491
0.92900002,0.972100019,1.067100048,1.087000012,1.470399976,1.32949996,1.18900001,0.078422,1.966727
0.860000014,0.896799982,1.01760006,0.998700023,1.386100054,1.145200014,0.994499981,0.032044,1.360832
0.933399975,0.954900026,1.049499989,1.015900016,0.980499983,0.981299996,0.944100022,0.04287,1.277445
0.988900006,1.009899974,1.086599946,1.077499986,1.54369998,1.288499951,1.094499946,0.079023,1.848989
1.029999971,1.06340003,1.116099954,1.110599995,1.503399968,1.43599999,1.362100005,0.067655,1.665689
0.92019999,0.952049971,1.059350014,1.062150002,1.77184999,1.677649975,1.385699987,0.052703,1.541128
0.944400012,0.960099995,1.050999999,1.028800011,1.593899965,1.44509995,1.207499981,0.038392,0.636857
0.877099991,0.897300005,0.988200009,0.951399982,1.545600057,1.285699964,1.056399941,0.055883,1.550127
0.856000006,0.885599971,0.986400008,0.92839998,1.744300008,1.288200021,1.028800011,0.076486,1.93819
0.895600021,0.927399993,1.005699992,0.97299999,1.65199995,1.317899942,1.158300042,0.059286,1.751525
0.976499975,1.008900046,1.110200047,1.08099997,1.568199992,1.432199955,1.242699981,0.024976,0.742279
0.896600008,0.907800019,0.983799994,0.972100019,1.708299994,1.376799941,1.128399968,0.043716,2.179531
0.961600006,0.986299992,1.063699961,1.020699978,0.846000016,0.777700007,0.762499988,0.078536,1.857207
0.850700021,0.882300019,0.960049987,0.935299993,1.215299964,1.034450054,0.91960001,0.053271,1.506709
0.914699972,0.958100021,1.084599972,1.097800016,1.65170002,1.527400017,1.34070003,0.068235,1.686313
0.735000014,0.765100002,0.86589998,0.82980001,1.183799982,0.922500014,0.831900001,0.04127,1.449597
0.534600019,0.631600022,0.804799974,0.777499974,0.861899972,0.817200005,0.796700001,0.046029,1.347564
0.940500021,0.958899975,1.06219995,1.012400031,1.87650001,1.366999984,1.105000019,0.041001,1.096485
0.856999993,0.874100029,0.991100013,0.933350027,1.733800054,1.301450014,1.006549954,0.066496,1.350512
0.854499996,0.879800022,1.012599945,0.946399987,1.527999997,1.170600057,0.971000016,0.11393,2.658726
0.922599971,0.919099987,0.975099981,0.925499976,1.797500014,1.397899985,1.143000007,0.071911,1.989936
1.109799981,1.099499941,1.234899998,1.194599986,1.864899993,1.64260006,1.343099952,0.031205,0.917154
0.692099988,0.728600025,0.863099992,0.818300009,0.806500018,0.799000025,0.787,0.061587,1.702585
0.946500003,0.948700011,1.022699952,0.998700023,1.935500026,1.38530004,1.116600037,0.057421,2.324717
0.886200011,0.919200003,1.037199974,0.988399982,1.555400014,1.325600028,1.073899984,0.03894,1.45993
0.826799989,0.85710001,0.957000017,0.891799986,0.895099998,0.828400016,0.801699996,0.049641,0.943151
0.895550013,0.938499987,1.070299983,1.024500012,1.595600009,1.170050025,0.966849983,0.133085,2.206106
1.045300007,1.10165,1.202000022,1.175799966,1.605999947,1.42809999,1.262699962,0.100567,1.934581
0.946500003,0.978699982,1.107300043,1.039100051,2.01060009,1.570299983,1.210999966,0.066513,1.502953
0.834500015,0.873700023,0.99940002,0.938399971,1.867300034,1.380800009,1.080000043,0.054878,0.704815
0.904699981,0.935500026,1.030799985,0.978799999,1.624799967,1.266299963,1.007300019,0.100744,2.324081
0.939199984,0.977599978,1.058099985,1.012799978,1.783300042,1.341599941,1.098099947,0.082458,2.10576
0.8398,0.861299992,0.950999975,0.899699986,1.207999945,0.975499988,0.860800028,0.034638,0.624942
0.896950006,0.928550005,1.027449965,0.987500012,1.724650025,1.31099999,1.052399993,0.11217,1.552398
0.879899979,0.907899976,1.011199951,0.950200021,0.930299997,0.791199982,0.758899987,0.061225,1.435561
0.907500029,0.923399985,0.99000001,0.958800018,1.838099957,1.362900019,1.077399969,0.052746,2.333188
0.968299985,1.024600029,1.171499968,1.159700036,1.045699954,0.842700005,0.792299986,0.09089,1.992917
0.941999972,1.001600027,1.141000032,1.088400006,1.385599971,1.22239995,1.037400007,0.061483,1.525897
0.83099997,0.895950019,1.052950025,1.001549959,1.789999962,1.403949976,1.137050033,0.09075,1.823562
1.069949985,1.097800016,1.170050025,1.151200056,1.676849961,1.528749943,1.381399989,0.074825,1.77573
0.862100005,0.895600021,0.99150002,0.961499989,1.497400045,1.221600056,0.994599998,0.03602,1.093281
0.91079998,0.968699992,1.151800036,1.092700005,1.278100014,1.075999975,0.976400018,0.059839,1.181703
0.853250027,0.881600022,0.997099996,0.968699992,1.414600015,1.090250015,0.936500013,0.084371,2.294306
0.880249977,0.916499972,0.981350005,0.950699985,1.243299961,1.133700013,1.035650015,0.080273,2.072468
0.969399989,0.965499997,1.042700052,0.989700019,1.958099961,1.505100012,1.136700034,0.069471,2.115612
0.858900011,0.887600005,0.969799995,0.955200016,1.463700056,1.203999996,0.988799989,0.066438,1.487313
0.892799973,0.915700018,1.00635004,0.970300019,1.654250026,1.316499949,1.048200011,0.088758,2.111678
0.932699978,0.980799973,1.104599953,1.073400021,1.470499992,1.236099958,1.032400012,0.077591,2.501846
0.992200017,0.997600019,1.062999964,1.008700013,1.574699998,1.39260006,1.13499999,0.032872,0.57074
0.905600011,0.929400027,1.014299989,0.983299971,1.552099943,1.223700047,1.013200045,0.105213,1.88815
0.925599992,0.960500002,1.074800014,1.076200008,0.855599999,0.75940001,0.744899988,0.054276,1.355063
0.91109997,0.934300005,1.02639997,0.988900006,1.713999987,1.357900023,1.075299978,0.07454,2.746308
0.962050021,1.006800056,1.129150033,1.138000011,0.944149971,0.796450019,0.76789999,0.095668,2.174944
0.888800025,0.902100027,1.003100038,0.964999974,1.662899971,1.283699989,1.022699952,0.072478,1.858848
0.938899994,0.954900026,1.046700001,1.039899945,1.320600033,1.203500032,0.996999979,0.067186,1.473761
0.950800002,1.002750039,1.131150007,1.110849977,1.836500049,1.525449991,1.234349966,0.092047,1.703162
1.072550058,1.122449994,1.138700008,1.104500055,1.574650049,1.501700044,1.372249961,0.08256,1.456807
0.933000028,0.966199994,1.066699982,1.094599962,0.915000021,0.83099997,0.806500018,0.092617,1.995518
0.937699974,0.93870002,1.018300056,0.99849999,1.706599951,1.579300046,1.237900019,0.071048,1.251835
0.893700004,0.898899972,0.989700019,0.967400014,1.494300008,1.167199969,0.969799995,0.09591,1.719097
0.931500018,0.966199994,1.072399974,1.047399998,0.833199978,0.758700013,0.745000005,0.057836,1.30806
0.950900018,0.999199986,1.12590003,1.109400034,0.886699975,0.78579998,0.762600005,0.092452,1.882599
0.906799972,0.925400019,0.998000026,1.005900025,1.679499984,1.440400004,1.146299958,0.075304,1.810295
0.908399999,0.951099992,1.024999976,1.004099965,1.455899954,1.233999968,1.021399975,0.070945,1.385806
0.907700002,0.926750004,1.033699989,1.038349986,1.715999961,1.562100053,1.247949958,0.089945,2.210951
1.002300024,1.036299944,1.141299963,1.17719996,1.16474998,1.092000008,1.02275002,0.066043,1.871845
0.880400002,0.912699997,1.034800053,1.019400001,1.396999955,1.09679997,0.965900004,0.090704,1.909475
0.947700024,0.99849999,1.05250001,1.050899982,1.343600035,1.276299953,1.184800029,0.093479,1.616078
0.98514998,1.000249982,1.080500007,1.082849979,1.658550024,1.630499959,1.324249983,0.073525,1.418778
0.897949994,0.922699988,0.991649985,0.994949996,1.315700054,1.276499987,1.103649974,0.026289,0.721867
0.914650023,0.930649996,1.001250029,1.00150001,1.513450027,1.421350002,1.159150004,0.073993,1.44577
0.843800008,0.874599993,0.961399972,0.936600029,1.532199979,1.236899972,1.027500033,0.111258,1.960242
1.006600022,1.028949976,1.096950054,1.09010005,1.42595005,1.336199999,1.185449958,0.068257,2.411294
0.962949991,0.993449986,1.079100013,1.088250041,1.415949941,1.362949967,1.183650017,0.036504,0.546942
0.967750013,1.005599976,1.11469996,1.064749956,0.838450015,0.778199971,0.761300027,0.062784,1.517389
0.886049986,0.907599986,0.971899986,0.974550009,1.337849975,1.247900009,1.072250009,0.071587,2.363918
0.962499976,1.015900016,1.149749994,1.128700018,0.892849982,0.798200011,0.773599982,0.084388,1.830175
0.96450001,0.982050002,1.044049978,1.062000036,1.369899988,1.329550028,1.163650036,0.066148,1.670572
0.9102,0.945100009,1.016700029,1.029500008,1.38380003,1.286399961,1.14989996,0.070233,1.148881
1.042000055,1.12074995,1.239599943,1.241449952,1.564149976,1.506000042,1.369650006,0.078305,1.619836
0.942900002,0.965399981,1.063199997,1.084450006,1.68659997,1.625200033,1.315099955,0.04985,2.156841
0.959850013,1.011250019,1.123700023,1.152999997,1.268049955,1.156450033,1.069300056,0.076141,0.829876
0.993399978,1.060400009,1.183300018,1.157649994,1.066200018,0.967800021,0.914600015,0.07467,1.964477
1.038900018,1.048300028,1.098899961,1.129299998,1.514999986,1.620200038,1.363999963,0.082786,1.511155
0.928799987,0.975700021,1.06190002,1.076500058,1.380949974,1.393599987,1.192450047,0.021184,0.725938
0.954999983,0.504100025,0.737299979,0.722850025,1.027099967,1.172700047,1.03670001,0.071836,1.496221
1.00485003,1.03915,1.099599957,1.09920001,1.286749959,1.316900015,1.197199941,0.073576,2.563759
0.984049976,0.993049979,1.054100037,1.058899999,1.356099963,1.238199949,1.073799968,0.048286,0.760448
0.913800001,0.942700028,1.03610003,1.005699992,1.353549957,1.124449968,0.973349988,0.067412,1.209377
0.996999979,1.034649968,1.130749941,1.077000022,0.921450019,0.812749982,0.777450025,0.071163,2.05771
0.934099972,0.964600027,1.020149946,1.043550014,1.402250051,1.346950054,1.153599977,0.067112,2.309184
1.043149948,1.066499949,1.106649995,1.132750034,1.312549949,1.387500048,1.226600051,0.071666,1.817905
0.917999983,0.970200002,1.099099994,1.126899958,1.555799961,1.516000032,1.255300045,0.043596,3.166362
0.949000001,1.012799978,1.153499961,1.178500056,1.311800003,1.195899963,1.108100057,0.073444,1.949941
0.950900018,1.011899948,1.108100057,1.087800026,1.013499975,0.933399975,0.881099999,0.080454,2.069018
1.031399965,1.073899984,1.149199963,1.16869998,1.52489996,1.594599962,1.346899986,0.080797,1.705435
0.969500005,1.030300021,1.142699957,1.167099953,1.444499969,1.432299972,1.27670002,0.023698,1.015626
0.989000022,1.032199979,1.118899941,1.144500017,1.362200022,1.486099958,1.260499954,0.067065,1.590629
0.898400009,0.933300018,1.018000007,1.020499945,1.289100051,1.211500049,1.073899984,0.136402,2.75793
1.060199976,1.106299996,1.188300014,1.200500011,1.3829,1.370000005,1.233399987,0.068264,2.325522
1.03610003,1.084699988,1.17110002,1.187899947,1.485299945,1.45389998,1.255399942,0.045222,0.713074
0.988600016,1.045050025,1.166350007,1.107499957,1.006100059,0.860700011,0.806100011,0.082335,2.59268
0.952700019,0.99879998,1.087800026,1.103800058,1.375,1.365700006,1.184900045,0.067707,2.399749
0.9903,1.040400028,1.143599987,1.096899986,0.895200014,0.801599979,0.776199996,0.082595,2.435989
0.992799997,1.048200011,1.148200035,1.164899945,1.288699985,1.358399987,1.212200046,0.068317,1.894665
0.865400016,0.907599986,1.048799992,1.050600052,1.263399959,1.219200015,1.10619998,0.083093,1.566989
1.142650008,1.197950006,1.201349974,1.203750014,1.496799946,1.532799959,1.439399958,0.083518,1.712319
0.96450001,0.996299982,1.095199943,1.067899942,0.841400027,0.777400017,0.762799978,0.08668,2.203136
1.044399977,1.039299965,1.097800016,1.110200047,1.599599957,1.643700004,1.401800036,0.073931,1.776839
0.935699999,0.949100018,1.008000016,1.002300024,1.34070003,1.160400033,1.02489996,0.067202,1.561849
0.97874999,1.003350019,1.088400006,1.016649961,0.844200015,0.775900006,0.759450018,0.08175,2.736686
0.959699988,0.971300006,1.049100041,1.034800053,1.799100041,1.464699984,1.192199945,0.050154,2.385227
1.025050044,1.037050009,1.080649972,1.101950049,1.244950056,1.309249997,1.195449948,0.071458,2.005661
1.123600006,1.162299991,1.228999972,1.226199985,1.614500046,1.560700059,1.477499962,0.070218,1.826484
0.905300021,0.977699995,1.149500012,1.161599994,1.472800016,1.317899942,1.104900002,0.044374,2.192069
0.95599997,1.000699997,1.119899988,1.136500001,1.097900033,0.955500007,0.88319999,0.059764,1.479473
0.940400004,0.990499973,1.112300038,1.102900028,0.9903,0.853299975,0.808300018,0.07439,2.222135
0.894400001,0.951799989,1.047799945,1.063699961,1.47420001,1.14139998,1.027999997,0.090798,2.631346
0.992349982,1.019799948,1.112699986,1.086650014,1.612149954,1.445850015,1.192649961,0.063916,1.657963
0.897499979,0.962199986,1.108100057,1.103500009,1.451900005,1.447100043,1.244699955,0.060942,2.007057
0.963500023,0.996900022,1.081200004,1.097200036,1.381500006,1.43599999,1.20630002,0.073119,1.733338
1.01970005,1.045899987,1.094599962,1.118700027,1.397199988,1.341199994,1.169399977,0.062984,2.428527
0.977100015,1.006800056,1.086899996,1.070199966,1.635400057,1.453799963,1.191900015,0.038346,0.757955
0.965749979,0.997399986,1.090549946,1.07159996,1.465299964,1.21239996,1.042750001,0.079053,1.814715
0.882499993,0.916700006,1.019600034,0.958299994,1.026900053,0.888499975,0.836000025,0.061425,2.166842
0.928499997,0.972599983,1.055299997,1.062000036,1.390400052,1.335800052,1.16170001,0.052328,2.108595
0.968699992,0.992399991,1.088999987,1.059900045,1.772500038,1.381199956,1.136000037,0.066986,2.054997
0.972299993,1.008200049,1.120000005,1.103899956,1.488600016,1.295600057,1.118199944,0.054596,1.902432
0.921800017,0.944800019,1.092900038,1.120300055,1.788200021,1.572600007,1.306900024,0.041132,1.855592
0.949699998,1.005599976,1.155400038,1.16260004,1.14380002,0.941600025,0.902999997,0.049003,1.053576
1.000399947,1.053200006,1.124799967,1.121399999,1.411399961,1.367599964,1.288200021,0.080514,1.820287
0.91535002,0.928900003,1.046049953,1.003499985,1.926849961,1.460199952,1.166650057,0.071138,1.649118
0.948400021,0.992999971,1.104300022,1.116700053,1.649099946,1.422999978,1.221600056,0.060834,2.117523
0.888000011,0.907599986,1.021399975,0.975499988,1.825299978,1.370300055,1.096600056,0.081033,1.728399
0.915600002,0.952799976,1.061100006,1.039600015,1.630800009,1.341400027,1.134699941,0.114509,2.69183
0.955799997,0.974900007,1.039399981,1.010499954,1.636299968,1.250800014,1.052299976,0.065624,2.142573
0.959800005,0.981599987,1.109099984,1.102699995,1.916200042,1.487100005,1.189200044,0.039689,0.953609
0.935699999,0.959699988,1.039399981,1.006700039,1.018100023,0.901499987,0.861500025,0.052037,1.712758
0.919799984,0.938600004,1.02489996,1.005499959,1.756000042,1.335199952,1.128200054,0.056148,1.917136
0.917200029,0.943300009,1.054399967,1.025599957,1.588500023,1.287299991,1.092499971,0.066086,1.697533
0.936500013,1.005699992,1.121399999,1.118700027,1.74240005,1.373700023,1.210500002,0.080106,1.462291
1.167000055,1.219799995,1.26849997,1.252050042,1.669849992,1.645849943,1.719099998,0.076679,1.656586
0.959999979,1.005800009,1.11500001,1.07980001,0.979600012,0.850000024,0.807099998,0.081299,2.266522
0.896600008,0.926549971,1.063150048,0.999949992,1.654950023,1.179849982,0.995999992,0.081292,2.177061
1.019850016,1.063699961,1.132500052,1.116400003,1.561650038,1.419549942,1.33585,0.072747,1.465822
0.988699973,1.002099991,1.085700035,1.065899968,1.777199984,1.601400018,1.301100016,0.064744,1.581836
0.895749986,0.93234998,1.042250037,0.996200025,1.72300005,1.286499977,1.05369997,0.090351,2.15356
0.9472,0.960699975,1.052000046,1.024700046,1.75940001,1.302999973,1.075999975,0.095262,1.153839
0.980400026,1.015100002,1.113499999,1.051249981,0.975549996,0.838,0.797699988,0.050499,1.472992
0.954999983,0.984399974,1.095100045,1.060500026,1.812700033,1.558099985,1.253200054,0.083341,2.125509
0.953299999,0.980949998,1.080749989,1.02335,1.647099972,1.240350008,1.032250047,0.061643,1.704614
0.985199988,1.03579998,1.160650015,1.189749956,1.749500036,1.539350033,1.344900012,0.070735,1.350367
1.142099977,1.203799963,1.244650006,1.215149999,1.662400007,1.780099988,1.862900019,0.072138,1.5225
0.930700004,0.962499976,1.103399992,1.167000055,1.408400059,1.215800047,1.045400023,0.032628,1.209646
1.040300012,1.098399997,1.232499957,1.19690001,1.16050005,1.100499988,1.043599963,0.050018,1.445843
0.930299997,0.958400011,1.058599949,1.051100016,0.831099987,0.765500009,0.75150001,0.078682,2.052086
0.908900023,0.93720001,1.119400024,1.04429996,1.719499946,1.229300022,1.051200032,0.063445,1.831969
0.910899997,0.922299981,1.027899981,0.974399984,1.945000052,1.470999956,1.149600029,0.060857,1.37135
0.932600021,0.957700014,1.066799998,1.042000055,1.790599942,1.445299983,1.165500045,0.07313,1.666976
0.868700027,0.905799985,1.00849998,0.986800015,1.655599952,1.337599993,1.098799944,0.071253,1.64432
0.93720001,0.942399979,1.126999974,1.116600037,1.475700021,1.309700012,1.197700024,0.058849,2.450272
0.9296,0.953599989,0.999300003,0.975899994,1.777199984,1.315700054,1.080299973,0.086622,1.597575
0.832650006,0.842499971,0.898150027,0.842400014,0.801549971,0.760100007,0.748600006,0.043348,1.293694
0.907100022,0.923099995,1.004400015,1.016000032,1.630900025,1.343700051,1.118000031,0.044937,1.686528
